Key,Fullname,Grid,URL,WikipediaURL
indian institute of technology gandhinagar,Indian Institute of Technology Gandhinagar,grid.462384.f,http://www.iitgn.ac.in/,http://en.wikipedia.org/wiki/Indian_Institute_of_Technology_Gandhinagar
st luke s college of nursing,St. Luke's College of Nursing,,http://www.slcn.ac.jp/,http://en.wikipedia.org/wiki/St._Luke's_College_of_Nursing_(Japan)
fukuoka university,Fukuoka University,grid.411497.e,http://www.med.fukuoka-u.ac.jp/english/,http://en.wikipedia.org/wiki/Fukuoka_University
interdigital inc,"InterDigital, Inc.",grid.420292.f,http://www.interdigital.com/,http://en.wikipedia.org/wiki/InterDigital
german university of technology in oman,German University of Technology in Oman,,http://www.gutech.edu.om/,http://en.wikipedia.org/wiki/German_University_of_Technology_in_Oman
skoda auto university,Škoda Auto University,grid.449278.4,http://www.savs.cz/,http://en.wikipedia.org/wiki/Škoda_Auto_University
qinghai medical college,Qinghai Medical College,,,http://en.wikipedia.org/wiki/Qinghai_Medical_College
technological educational institute of kavala,Technological Educational Institute of Kavala,,http://www.teikav.edu.gr/,http://en.wikipedia.org/wiki/Technological_Educational_Institute_of_Eastern_Macedonia_and_Thrace
council of scientific and industrial research,Council of Scientific and Industrial Research,grid.418099.d,http://www.csir.res.in/,http://en.wikipedia.org/wiki/Council_of_Scientific_and_Industrial_Research
university of south florida st petersburg,University of South Florida St. Petersburg,grid.447547.1,http://www.usfsp.edu/,http://en.wikipedia.org/wiki/University_of_South_Florida_St._Petersburg
steria,Steria,,http://www.soprasteria.com/en/home,http://en.wikipedia.org/wiki/Sopra_Steria
marshall university,Marshall University,grid.259676.9,http://www.marshall.edu/,http://en.wikipedia.org/wiki/Marshall_University
hilti,Hilti,,http://www.hilti.group/,http://en.wikipedia.org/wiki/Hilti
university of maryland university college,University of Maryland University College,grid.470043.4,http://www.umuc.edu/,http://en.wikipedia.org/wiki/University_of_Maryland_University_College
nihon university,Nihon University,grid.260969.2,http://www.nihon-u.ac.jp/en/,http://en.wikipedia.org/wiki/Nihon_University
global biodiversity information facility,Global Biodiversity Information Facility,grid.434488.7,http://www.gbif.org/,http://en.wikipedia.org/wiki/Global_Biodiversity_Information_Facility
newman university,Newman University,grid.260943.a,http://www.newmanu.edu/,"http://en.wikipedia.org/wiki/Newman_University,_Wichita"
isfahan university of medical sciences,Isfahan University of Medical Sciences,grid.411036.1,http://www.mui.ac.ir/,http://en.wikipedia.org/wiki/Isfahan_University_of_Medical_Sciences
electric power university,Electric Power University,grid.448682.4,http://www.epu.edu.vn/,http://en.wikipedia.org/wiki/Electric_Power_University
canadian psychological association,Canadian Psychological Association,grid.440078.f,http://www.cpa.ca/,http://en.wikipedia.org/wiki/Canadian_Psychological_Association
saint gobain,Saint-Gobain,grid.486247.b,http://www.saint-gobain.com/en,http://en.wikipedia.org/wiki/Saint-Gobain
state university of tetovo,State University of Tetovo,,http://www.unite.edu.mk/,http://en.wikipedia.org/wiki/State_University_of_Tetova
fairfield university,Fairfield University,grid.255794.8,http://www.fairfield.edu/,http://en.wikipedia.org/wiki/Fairfield_University
regis university,Regis University,grid.262516.4,http://www.regis.edu/,http://en.wikipedia.org/wiki/Regis_University
pgp corporation,PGP Corporation,,http://www.pgp.com/,http://en.wikipedia.org/wiki/PGP_Corporation
brazilian navy,Brazilian Navy,,,http://en.wikipedia.org/wiki/Brazilian_Navy
university of trieste,University of Trieste,grid.5133.4,http://www.units.it/,http://en.wikipedia.org/wiki/University_of_Trieste
fukushima college,Fukushima College,grid.468899.2,http://www.fukushima-college.com/,http://en.wikipedia.org/wiki/Fukushima_College
sane australia,SANE Australia,,http://www.sane.org/,https://www.linkedin.com/company/sane-australia
harbin medical university,Harbin Medical University,grid.410736.7,http://www.hrbmu.edu.cn/,http://en.wikipedia.org/wiki/Harbin_Medical_University
geoscience research institute,Geoscience Research Institute,,,http://en.wikipedia.org/wiki/Geoscience_Research_Institute
cedarville university,Cedarville University,grid.411974.e,http://www.cedarville.edu/,http://en.wikipedia.org/wiki/Cedarville_University
university of granada,University of Granada,grid.4489.1,http://www.ugr.es/,http://en.wikipedia.org/wiki/University_of_Granada
baskent university,Başkent University,grid.411548.d,http://www.baskent.edu.tr/english/,http://en.wikipedia.org/wiki/Başkent_University
lincoln theological college,Lincoln Theological College,,,http://en.wikipedia.org/wiki/Lincoln_Theological_College
liaocheng university,Liaocheng University,grid.411351.3,http://www.lcu.edu.cn/,http://en.wikipedia.org/wiki/Liaocheng_University
hardin simmons university,Hardin–Simmons University,grid.256821.a,http://www.hsutx.edu/,http://en.wikipedia.org/wiki/Hardin–Simmons_University
national and kapodistrian university of athens,National and Kapodistrian University of Athens,grid.5216.0,http://en.uoa.gr/,http://en.wikipedia.org/wiki/National_and_Kapodistrian_University_of_Athens
xavier university ateneo de cagayan,Xavier University – Ateneo de Cagayan,,http://www.xu.edu.ph/,http://en.wikipedia.org/wiki/Xavier_University_–_Ateneo_de_Cagayan
eastern oklahoma state college,Eastern Oklahoma State College,grid.418641.e,http://www.eosc.edu/,http://en.wikipedia.org/wiki/Eastern_Oklahoma_State_College
national university of physical education and sport of ukraine,National University of Physical Education and Sport of Ukraine,grid.445764.0,http://uni-sport.com.ua/,http://en.wikipedia.org/wiki/National_University_of_Physical_Education_and_Sport_of_Ukraine
charles river associates,Charles River Associates,grid.421035.1,http://www.crai.com/,http://en.wikipedia.org/wiki/CRA_International
institute of business medical careers,Institute of Business & Medical Careers,,https://ibmc.edu/,http://en.wikipedia.org/wiki/Institute_of_Business_&_Medical_Careers
coordenadoria de aperfeicoamento de pessoal de nivel superior,Coordenadoria de Aperfeiçoamento de Pessoal de Nível Superior,,,http://en.wikipedia.org/wiki/Coordenadoria_de_Aperfeiçoamento_de_Pessoal_de_Nível_Superior
university of alberta augustana faculty,University of Alberta Augustana Faculty,,https://www.ualberta.ca/augustana,http://en.wikipedia.org/wiki/University_of_Alberta_Augustana_Faculty
june,June,,http://www.june.fr/,http://en.wikipedia.org/wiki/June_(TV_Channel)
macewan university,MacEwan University,grid.418296.0,http://www.macewan.ca/,http://en.wikipedia.org/wiki/MacEwan_University
political research associates,Political Research Associates,,http://www.politicalresearch.org/,http://en.wikipedia.org/wiki/Political_Research_Associates
islamic azad university of tabriz,Islamic Azad University of Tabriz,grid.459617.8,,
scania ab,Scania AB,grid.437707.0,http://scania.com/,http://en.wikipedia.org/wiki/Scania_AB
pembina institute,Pembina Institute,,http://www.pembina.org/,http://en.wikipedia.org/wiki/Pembina_Institute
national radiological protection board,National Radiological Protection Board,grid.58949.39,https://www.gov.uk/government/organisations/national-radiological-protection-board,http://en.wikipedia.org/wiki/National_Radiological_Protection_Board
brazilian institute of geography and statistics,Brazilian Institute of Geography and Statistics,grid.457035.0,http://ww2.ibge.gov.br/english,http://en.wikipedia.org/wiki/Brazilian_Institute_of_Geography_and_Statistics
asia university,Asia University (Japan),,http://www.asia-u.ac.jp/english/index.html,http://en.wikipedia.org/wiki/Asia_University_(Japan)
bennett college,Bennett College (New York),,,http://en.wikipedia.org/wiki/Bennett_College_(New_York)
center for global development,Center for Global Development,grid.466498.1,http://www.cgdev.org/,http://en.wikipedia.org/wiki/Center_for_Global_Development
economic policy institute,Economic Policy Institute,grid.418693.1,http://www.epi.org/,http://en.wikipedia.org/wiki/Economic_Policy_Institute
center for devices and radiological health,Center for Devices and Radiological Health,grid.413579.d,http://www.fda.gov/AboutFDA/CentersOffices/OfficeofMedicalProductsandTobacco/CDRH/default.htm,http://en.wikipedia.org/wiki/Center_for_Devices_and_Radiological_Health
samsung,Samsung,grid.474488.3,http://Samsung.com,http://en.wikipedia.org/wiki/Samsung
harold wood hospital,Harold Wood Hospital,grid.413682.a,,https://en.wikipedia.org/wiki/Harold_Wood_Hospital
australian cancer research foundation,Australian Cancer Research Foundation,grid.453628.e,,https://en.wikipedia.org/wiki/Australian_Cancer_Research_Foundation
mott community college,Mott Community College,grid.436554.5,,https://en.wikipedia.org/wiki/Mott_Community_College
carl r darnall army medical center,Carl R. Darnall Army Medical Center,grid.413434.5,,https://en.wikipedia.org/wiki/Carl_R._Darnall_Army_Medical_Center
bedford institute of oceanography,Bedford Institute of Oceanography,grid.418256.c,,https://en.wikipedia.org/wiki/Bedford_Institute_of_Oceanography
ida ireland,IDA Ireland,grid.467856.e,,https://en.wikipedia.org/wiki/IDA_Ireland
botswana accountancy college,Botswana Accountancy College,grid.468663.9,,https://en.wikipedia.org/wiki/Botswana_Accountancy_College
kalinga university,Kalinga University,grid.472298.2,,https://en.wikipedia.org/wiki/Kalinga_University
wycombe general hospital,Wycombe General Hospital,grid.417281.9,,https://en.wikipedia.org/wiki/Wycombe_General_Hospital
carteret community college,Carteret Community College,grid.468774.e,,https://en.wikipedia.org/wiki/Carteret_Community_College
group of eight,Group of Eight,grid.454024.3,,https://en.wikipedia.org/wiki/Group_of_Eight_(Australian_universities)
helmholtz zentrum berlin,Helmholtz-Zentrum Berlin,grid.424048.e,,http://en.wikipedia.org/wiki/Helmholtz-Zentrum_Berlin
bryce hospital,Bryce Hospital,grid.461442.1,,https://en.wikipedia.org/wiki/Bryce_Hospital
kuyper college,Kuyper College,grid.462510.4,,https://en.wikipedia.org/wiki/Kuyper_College
southern new hampshire medical center,Southern New Hampshire Medical Center,grid.416191.a,,https://en.wikipedia.org/wiki/Southern_New_Hampshire_Health_System
rosie hospital,Rosie Hospital,grid.416047.0,,https://en.wikipedia.org/wiki/Rosie_Hospital
cherokee nation,Cherokee Nation,grid.465171.0,,https://en.wikipedia.org/wiki/Cherokee_Nation
paradise valley hospital,Paradise Valley Hospital,grid.417157.1,,https://en.wikipedia.org/wiki/Paradise_Valley_Hospital_California
luton and dunstable hospital,Luton and Dunstable Hospital,grid.412935.8,,https://en.wikipedia.org/wiki/Luton_and_Dunstable_University_Hospital
marine conservation institute,Marine Conservation Institute,grid.448622.e,,https://en.wikipedia.org/wiki/Marine_Conservation_Institute
butler hospital,Butler Hospital,grid.273271.2,,https://en.wikipedia.org/wiki/Butler_Hospital
progeria research foundation,Progeria Research Foundation,grid.423381.f,,https://en.wikipedia.org/wiki/Progeria_Research_Foundation
sir charles gairdner hospital,Sir Charles Gairdner Hospital,grid.3521.5,,https://en.wikipedia.org/wiki/Sir_Charles_Gairdner_Hospital
surfrider foundation,Surfrider Foundation,grid.448441.9,,https://en.wikipedia.org/wiki/Surfrider_Foundation
hr wallingford,HR Wallingford,grid.12826.3f,,http://en.wikipedia.org/wiki/Hydraulics_Research_Station
embassy of switzerland in washington,Embassy of Switzerland in Washington,grid.483319.4,,"https://en.wikipedia.org/wiki/Embassy_of_Switzerland_in_Washington,_D.C."
mathematical research institute of oberwolfach,Mathematical Research Institute of Oberwolfach,grid.429497.5,,https://en.wikipedia.org/wiki/Mathematical_Research_Institute_of_Oberwolfach
western technical college,Western Technical College,grid.422640.6,,https://en.wikipedia.org/wiki/Western_Technical_College
rich mountain community college,Rich Mountain Community College,grid.469060.d,,https://en.wikipedia.org/wiki/Rich_Mountain_Community_College
midstate college,Midstate College,grid.431579.d,,https://en.wikipedia.org/wiki/Midstate_College
carma,Carma,,https://gocarma.com/,http://en.wikipedia.org/wiki/Carma
new college of florida,New College of Florida,grid.422569.e,http://www.ncf.edu/,http://en.wikipedia.org/wiki/New_College_of_Florida
international university audentes,International University Audentes,,http://www.audentes.eu/,http://en.wikipedia.org/wiki/International_University_Audentes
university of toledo medical center,University of Toledo Medical Center,grid.411726.7,http://www.utoledo.edu/med,http://en.wikipedia.org/wiki/University_of_Toledo_Medical_Center
osaka prefecture university,Osaka Prefecture University,grid.261455.1,http://www.osakafu-u.ac.jp/english/,http://en.wikipedia.org/wiki/Osaka_Prefecture_University
university of miskolc,University of Miskolc,grid.10334.35,http://www.uni-miskolc.hu/,http://en.wikipedia.org/wiki/University_of_Miskolc
hainan university,Hainan University,grid.428986.9,http://www.hainu.edu.cn/,http://en.wikipedia.org/wiki/Hainan_University
ontario institute for studies in education,Ontario Institute for Studies in Education,,http://www.oise.utoronto.ca/,http://en.wikipedia.org/wiki/Ontario_Institute_for_Studies_in_Education
hong kong community college,Hong Kong Community College,,http://www.hkcc-polyu.edu.hk/,http://en.wikipedia.org/wiki/Hong_Kong_Community_College
concordia seminary,Concordia Seminary,grid.431712.2,http://www.csl.edu/,http://en.wikipedia.org/wiki/Concordia_Seminary
petroleum institute,Petroleum Institute,,http://www.pi.ac.ae/,http://en.wikipedia.org/wiki/Petroleum_Institute
